Nom,Aguerrie,Capacité de Soutien,Code,Code de Type,Coriace,Cout Main,Cout Reserve,Défenseur,Eau,Faction,Feuille,Fleche,Formula,Fugace,Gigantesque,ID,Identifiant,Langue,Main,Possession,Reserve,Roche,Set,Type unité,Éternel
"Amahle, Asgarthan Outcast",No,No,BTG-079-C-EN,C - Commune,,5,5,No,5,Lyra,5,Yes,,No,No,79,MCA-432,EN - English,No,0,No,5,BTG - Au-delà des portes,Personnage,No
"Amahle, Paria Asgarthi",No,No,BTG-079-R-FR,R - Rare,,5,5,No,5,Lyra,5,Yes,,No,No,79,MCA-433,FR - Français,No,2,No,5,BTG - Au-delà des portes,Personnage,No
"Amahle, Asgarthan Outcast",No,No,BTG-079-R-EN,R - Rare,,5,5,No,5,Lyra,5,Yes,,No,No,79,MCA-434,EN - English,No,0,No,5,BTG - Au-delà des portes,Personnage,No
"Amahle, Paria Asgarthi",No,No,BTG-079-F-FR,F - Transfuge,,5,5,No,5,Axiom,5,Yes,,No,No,79,MCA-435,FR - Français,No,0,No,5,BTG - Au-delà des portes,Personnage,No
"Amahle, Asgarthan Outcast",No,No,BTG-079-F-EN,F - Transfuge,,5,5,No,5,Axiom,5,Yes,,No,No,79,MCA-436,EN - English,No,0,No,5,BTG - Au-delà des portes,Personnage,No
Asmodée,No,No,BTG-080-C-FR,C - Commune,,6,6,No,5,Lyra,5,Yes,,No,No,80,MCA-437,FR - Français,No,4,No,5,BTG - Au-delà des portes,Personnage,No
Asmodeus,No,No,BTG-080-C-EN,C - Commune,,6,6,No,5,Lyra,5,Yes,,No,No,80,MCA-438,EN - English,No,0,No,5,BTG - Au-delà des portes,Personnage,No
Asmodée,No,No,BTG-080-R-FR,R - Rare,,5,5,No,4,Lyra,4,Yes,,No,No,80,MCA-439,FR - Français,No,1,No,4,BTG - Au-delà des portes,Personnage,No
Asmodeus,No,No,BTG-080-R-EN,R - Rare,,5,5,No,4,Lyra,4,Yes,,No,No,80,MCA-440,EN - English,No,0,No,4,BTG - Au-delà des portes,Personnage,No
Asmodée,No,No,BTG-080-F-FR,F - Transfuge,,6,6,No,5,Bravos,5,Yes,,No,No,80,MCA-441,FR - Français,No,1,No,5,BTG - Au-delà des portes,Personnage,No
Asmodeus,No,No,BTG-080-F-EN,F - Transfuge,,6,6,No,5,Bravos,5,Yes,,No,No,80,MCA-442,EN - English,No,0,No,5,BTG - Au-delà des portes,Personnage,No
Loki,No,No,BTG-081-C-FR,C - Commune,,7,5,No,5,Lyra,5,No,,No,No,81,MCA-443,FR - Français,Yes,0,No,5,BTG - Au-delà des portes,Personnage,No
Loki,No,No,BTG-081-C-EN,C - Commune,,7,5,No,5,Lyra,5,No,,No,No,81,MCA-444,EN - English,Yes,0,No,5,BTG - Au-delà des portes,Personnage,No
Loki,No,No,BTG-081-R-FR,R - Rare,,7,5,No,5,Lyra,5,No,,No,No,81,MCA-445,FR - Français,Yes,0,No,5,BTG - Au-delà des portes,Personnage,No
Loki,No,No,BTG-081-R-EN,R - Rare,,7,5,No,5,Lyra,5,No,,No,No,81,MCA-446,EN - English,Yes,0,No,5,BTG - Au-delà des portes,Personnage,No
Loki,No,No,BTG-081-F-FR,F - Transfuge,,7,5,No,5,Muna,5,No,,No,No,81,MCA-447,FR - Français,Yes,1,No,5,BTG - Au-delà des portes,Personnage,No
Loki,No,No,BTG-081-F-EN,F - Transfuge,,7,5,No,5,Muna,5,No,,No,No,81,MCA-448,EN - English,Yes,0,No,5,BTG - Au-delà des portes,Personnage,No
Entraînement A Cappella,No,No,BTG-082-C-FR,C - Commune,,1,1,No,,Lyra,,No,,No,No,82,MCA-449,FR - Français,No,1,No,,BTG - Au-delà des portes,Sort,No
A Cappella Training,No,No,BTG-082-C-EN,C - Commune,,1,1,No,,Lyra,,No,,No,No,82,MCA-450,EN - English,No,0,No,,BTG - Au-delà des portes,Sort,No
Entraînement A Cappella,No,No,BTG-082-R-FR,R - Rare,,2,2,No,,Lyra,,No,,Yes,No,82,MCA-451,FR - Français,No,0,No,,BTG - Au-delà des portes,Sort,No
A Cappella Training,No,No,BTG-082-R-EN,R - Rare,,2,2,No,,Lyra,,No,,Yes,No,82,MCA-452,EN - English,No,0,No,,BTG - Au-delà des portes,Sort,No
Entraînement A Cappella,No,No,BTG-082-F-FR,F - Transfuge,,1,1,No,,Muna,,No,,No,No,82,MCA-453,FR - Français,No,1,No,,BTG - Au-delà des portes,Sort,No
A Cappella Training,No,No,BTG-082-F-EN,F - Transfuge,,1,1,No,,Muna,,No,,No,No,82,MCA-454,EN - English,No,1,No,,BTG - Au-delà des portes,Sort,No
Franchir le Bifröst,No,No,BTG-083-C-FR,C - Commune,,2,2,No,,Lyra,,No,,Yes,No,83,MCA-455,FR - Français,No,0,No,,BTG - Au-delà des portes,Sort,No
Ride the Bifröst,No,No,BTG-083-C-EN,C - Commune,,2,2,No,,Lyra,,No,,Yes,No,83,MCA-456,EN - English,No,0,No,,BTG - Au-delà des portes,Sort,No
Franchir le Bifröst,No,No,BTG-083-R-FR,R - Rare,,2,2,No,,Lyra,,No,,Yes,No,83,MCA-457,FR - Français,No,0,No,,BTG - Au-delà des portes,Sort,No
Ride the Bifröst,No,No,BTG-083-R-EN,R - Rare,,2,2,No,,Lyra,,No,,Yes,No,83,MCA-458,EN - English,No,0,No,,BTG - Au-delà des portes,Sort,No
Franchir le Bifröst,No,No,BTG-083-F-FR,F - Transfuge,,2,2,No,,Yzmir,,No,,Yes,No,83,MCA-459,FR - Français,No,0,No,,BTG - Au-delà des portes,Sort,No
Ride the Bifröst,No,No,BTG-083-F-EN,F - Transfuge,,2,2,No,,Yzmir,,No,,Yes,No,83,MCA-460,EN - English,No,0,No,,BTG - Au-delà des portes,Sort,No
"Meunier, Tu Dors",No,Yes,BTG-084-C-FR,C - Commune,,2,2,No,,Lyra,,No,,No,No,84,MCA-461,FR - Français,No,0,No,,BTG - Au-delà des portes,Sort,No
Twinkle Twinkle,No,Yes,BTG-084-C-EN,C - Commune,,2,2,No,,Lyra,,No,,No,No,84,MCA-462,EN - English,No,1,No,,BTG - Au-delà des portes,Sort,No
"Meunier, Tu Dors",No,Yes,BTG-084-R-FR,R - Rare,,4,4,No,,Lyra,,No,,Yes,No,84,MCA-463,FR - Français,No,0,No,,BTG - Au-delà des portes,Sort,No
Twinkle Twinkle,No,Yes,BTG-084-R-EN,R - Rare,,4,4,No,,Lyra,,No,,Yes,No,84,MCA-464,EN - English,No,0,No,,BTG - Au-delà des portes,Sort,No
"Meunier, Tu Dors",No,Yes,BTG-084-F-FR,F - Transfuge,,2,2,No,,Bravos,,No,,No,No,84,MCA-465,FR - Français,No,0,No,,BTG - Au-delà des portes,Sort,No
Twinkle Twinkle,No,Yes,BTG-084-F-EN,F - Transfuge,,2,2,No,,Bravos,,No,,No,No,84,MCA-466,EN - English,No,1,No,,BTG - Au-delà des portes,Sort,No
Tapis !,No,No,BTG-085-C-FR,C - Commune,,3,3,No,,Lyra,,No,,No,No,85,MCA-467,FR - Français,No,7,No,,BTG - Au-delà des portes,Sort,No
All In!,No,No,BTG-085-C-EN,C - Commune,,3,3,No,,Lyra,,No,,No,No,85,MCA-468,EN - English,No,1,No,,BTG - Au-delà des portes,Sort,No
Tapis !,No,No,BTG-085-R-FR,R - Rare,,3,3,No,,Lyra,,No,,No,No,85,MCA-469,FR - Français,No,1,No,,BTG - Au-delà des portes,Sort,No
All In!,No,No,BTG-085-R-EN,R - Rare,,3,3,No,,Lyra,,No,,No,No,85,MCA-470,EN - English,No,0,No,,BTG - Au-delà des portes,Sort,No
Tapis !,No,No,BTG-085-F-FR,F - Transfuge,,3,3,No,,Bravos,,No,,No,No,85,MCA-471,FR - Français,No,0,No,,BTG - Au-delà des portes,Sort,No
All In!,No,No,BTG-085-F-EN,F - Transfuge,,3,3,No,,Bravos,,No,,No,No,85,MCA-472,EN - English,No,0,No,,BTG - Au-delà des portes,Sort,No
Cocon d’Étoffe,No,No,BTG-086-C-FR,C - Commune,,3,3,No,,Lyra,,No,,Yes,No,86,MCA-473,FR - Français,No,2,No,,BTG - Au-delà des portes,Sort,No
Cloth Cocoon,No,No,BTG-086-C-EN,C - Commune,,3,3,No,,Lyra,,No,,Yes,No,86,MCA-474,EN - English,No,0,No,,BTG - Au-delà des portes,Sort,No
Cocon d’Étoffe,No,No,BTG-086-R-FR,R - Rare,,2,2,No,,Lyra,,No,,Yes,No,86,MCA-475,FR - Français,No,0,No,,BTG - Au-delà des portes,Sort,No
Cloth Cocoon,No,No,BTG-086-R-EN,R - Rare,,2,2,No,,Lyra,,No,,Yes,No,86,MCA-476,EN - English,No,0,No,,BTG - Au-delà des portes,Sort,No
Cocon d’Étoffe,No,No,BTG-086-F-FR,F - Transfuge,,3,3,No,,Muna,,No,,Yes,No,86,MCA-477,FR - Français,No,1,No,,BTG - Au-delà des portes,Sort,No
Cloth Cocoon,No,No,BTG-086-F-EN,F - Transfuge,,3,3,No,,Muna,,No,,Yes,No,86,MCA-478,EN - English,No,0,No,,BTG - Au-delà des portes,Sort,No
Prison de Peinture,No,No,BTG-087-C-FR,C - Commune,,5,5,No,,Lyra,,No,,Yes,No,87,MCA-479,FR - Français,No,6,No,,BTG - Au-delà des portes,Sort,No
Paint Prison,No,No,BTG-087-C-EN,C - Commune,,5,5,No,,Lyra,,No,,Yes,No,87,MCA-480,EN - English,No,0,No,,BTG - Au-delà des portes,Sort,No
Prison de Peinture,No,No,BTG-087-R-FR,R - Rare,,4,4,No,,Lyra,,No,,Yes,No,87,MCA-481,FR - Français,No,1,No,,BTG - Au-delà des portes,Sort,No
Paint Prison,No,No,BTG-087-R-EN,R - Rare,,4,4,No,,Lyra,,No,,Yes,No,87,MCA-482,EN - English,No,0,No,,BTG - Au-delà des portes,Sort,No
Prison de Peinture,No,No,BTG-087-F-FR,F - Transfuge,,5,5,No,,Muna,,No,,Yes,No,87,MCA-483,FR - Français,No,0,No,,BTG - Au-delà des portes,Sort,No
Paint Prison,No,No,BTG-087-F-EN,F - Transfuge,,5,5,No,,Muna,,No,,Yes,No,87,MCA-484,EN - English,No,0,No,,BTG - Au-delà des portes,Sort,No
Apothéose de l’Esprit,No,No,BTG-088-C-FR,C - Commune,,9,9,No,,Lyra,,No,,Yes,No,88,MCA-485,FR - Français,No,1,No,,BTG - Au-delà des portes,Sort,No
Mind Apotheosis,No,No,BTG-088-C-EN,C - Commune,,9,9,No,,Lyra,,No,,Yes,No,88,MCA-486,EN - English,No,0,No,,BTG - Au-delà des portes,Sort,No
Apothéose de l’Esprit,No,No,BTG-088-R-FR,R - Rare,,8,8,No,,Lyra,,No,,Yes,No,88,MCA-487,FR - Français,No,0,No,,BTG - Au-delà des portes,Sort,No
Mind Apotheosis,No,No,BTG-088-R-EN,R - Rare,,8,8,No,,Lyra,,No,,Yes,No,88,MCA-488,EN - English,No,0,No,,BTG - Au-delà des portes,Sort,No
Apothéose de l’Esprit,No,No,BTG-088-F-FR,F - Transfuge,,9,9,No,,Bravos,,No,,Yes,No,88,MCA-489,FR - Français,No,1,No,,BTG - Au-delà des portes,Sort,No
Mind Apotheosis,No,No,BTG-088-F-EN,F - Transfuge,,9,9,No,,Bravos,,No,,Yes,No,88,MCA-490,EN - English,No,0,No,,BTG - Au-delà des portes,Sort,No
Festival Lyra,No,No,BTG-089-C-FR,C - Commune,,4,4,No,,Lyra,,Yes,,No,No,89,MCA-491,FR - Français,No,1,No,,BTG - Au-delà des portes,Repère Permanent,No
Lyra Festival,No,No,BTG-089-C-EN,C - Commune,,4,4,No,,Lyra,,Yes,,No,No,89,MCA-492,EN - English,No,0,No,,BTG - Au-delà des portes,Repère Permanent,No
Festival Lyra,No,No,BTG-089-R-FR,R - Rare,,4,4,No,,Lyra,,Yes,,No,No,89,MCA-493,FR - Français,No,0,No,,BTG - Au-delà des portes,Repère Permanent,No
Lyra Festival,No,No,BTG-089-R-EN,R - Rare,,4,4,No,,Lyra,,Yes,,No,No,89,MCA-494,EN - English,No,0,No,,BTG - Au-delà des portes,Repère Permanent,No
Festival Lyra,No,No,BTG-089-F-FR,F - Transfuge,,4,4,No,,Muna,,Yes,,No,No,89,MCA-495,FR - Français,No,0,No,,BTG - Au-delà des portes,Repère Permanent,No
Lyra Festival,No,No,BTG-089-F-EN,F - Transfuge,,4,4,No,,Muna,,Yes,,No,No,89,MCA-496,EN - English,No,0,No,,BTG - Au-delà des portes,Repère Permanent,No
"L’Ouroboros, Bastion Lyra",No,No,BTG-090-C-FR,C - Commune,,4,4,No,,Lyra,,No,,No,No,90,MCA-497,FR - Français,No,3,No,,BTG - Au-delà des portes,Repère Permanent,No
"The Ouroboros, Lyra Bastion",No,No,BTG-090-C-EN,C - Commune,,4,4,No,,Lyra,,No,,No,No,90,MCA-498,EN - English,No,1,No,,BTG - Au-delà des portes,Repère Permanent,No
"L’Ouroboros, Bastion Lyra",No,No,BTG-090-R-FR,R - Rare,,3,3,No,,Lyra,,No,,No,No,90,MCA-499,FR - Français,No,1,No,,BTG - Au-delà des portes,Repère Permanent,No
"The Ouroboros, Lyra Bastion",No,No,BTG-090-R-EN,R - Rare,,3,3,No,,Lyra,,No,,No,No,90,MCA-500,EN - English,No,1,No,,BTG - Au-delà des portes,Repère Permanent,No
"L’Ouroboros, Bastion Lyra",No,No,BTG-090-F-FR,F - Transfuge,,3,3,No,,Axiom,,Yes,,No,No,90,MCA-501,FR - Français,No,3,No,,BTG - Au-delà des portes,Repère Permanent,No
"The Ouroboros, Lyra Bastion",No,No,BTG-090-F-EN,F - Transfuge,,3,3,No,,Axiom,,Yes,,No,No,90,MCA-502,EN - English,No,0,No,,BTG - Au-delà des portes,Repère Permanent,No
Teija & Nauraa,No,No,BTG-091-H-FR,H - Héro,,,,No,,Muna,,No,,No,No,91,MCA-503,FR - Français,No,2,No,,BTG - Au-delà des portes,,No
Teija & Nauraa,No,No,BTG-091-H-EN,H - Héro,,,,No,,Muna,,No,,No,No,91,MCA-504,EN - English,No,0,No,,BTG - Au-delà des portes,,No
Arjun & Spike,No,No,BTG-092-H-FR,H - Héro,,,,No,,Muna,,No,,No,No,92,MCA-505,FR - Français,No,1,No,,BTG - Au-delà des portes,,No
Arjun & Spike,No,No,BTG-092-H-EN,H - Héro,,,,No,,Muna,,No,,No,No,92,MCA-506,EN - English,No,0,No,,BTG - Au-delà des portes,,No
Rin & Orchid,No,No,BTG-093-H-FR,H - Héro,,,,No,,Muna,,No,,No,No,93,MCA-507,FR - Français,No,3,No,,BTG - Au-delà des portes,,No
Rin & Orchid,No,No,BTG-093-H-EN,H - Héro,,,,No,,Muna,,No,,No,No,93,MCA-508,EN - English,No,0,No,,BTG - Au-delà des portes,,No
Soigneuse Muna,No,Yes,BTG-094-C-FR,C - Commune,,1,1,No,0,Muna,0,No,,No,No,94,MCA-509,FR - Français,No,1,No,1,BTG - Au-delà des portes,Personnage,No
Muna Caregiver,No,Yes,BTG-094-C-EN,C - Commune,,1,1,No,0,Muna,0,No,,No,No,94,MCA-510,EN - English,No,0,No,1,BTG - Au-delà des portes,Personnage,No
Soigneuse Muna,No,Yes,BTG-094-R-FR,R - Rare,,1,1,No,0,Muna,1,No,,No,No,94,MCA-511,FR - Français,No,2,No,2,BTG - Au-delà des portes,Personnage,No
Muna Caregiver,No,Yes,BTG-094-R-EN,R - Rare,,1,1,No,0,Muna,1,No,,No,No,94,MCA-512,EN - English,No,0,No,2,BTG - Au-delà des portes,Personnage,No
Soigneuse Muna,No,Yes,BTG-094-F-FR,F - Transfuge,,1,1,No,0,Yzmir,0,No,,No,No,94,MCA-513,FR - Français,No,0,No,1,BTG - Au-delà des portes,Personnage,No
Muna Caregiver,No,Yes,BTG-094-F-EN,F - Transfuge,,1,1,No,0,Yzmir,0,No,,No,No,94,MCA-514,EN - English,No,0,No,1,BTG - Au-delà des portes,Personnage,No
Vendangeurs du Fuseau,No,No,BTG-095-C-FR,C - Commune,,1,1,No,0,Muna,1,Yes,,No,No,95,MCA-515,FR - Français,No,6,No,0,BTG - Au-delà des portes,Personnage,No
Spindle Harversters,No,No,BTG-095-C-EN,C - Commune,,1,1,No,0,Muna,1,Yes,,No,No,95,MCA-516,EN - English,No,0,No,0,BTG - Au-delà des portes,Personnage,No
Vendangeurs du Fuseau,No,No,BTG-095-R-FR,R - Rare,,1,1,No,0,Muna,1,Yes,,No,No,95,MCA-517,FR - Français,No,1,No,0,BTG - Au-delà des portes,Personnage,No
Spindle Harversters,No,No,BTG-095-R-EN,R - Rare,,1,1,No,0,Muna,1,Yes,,No,No,95,MCA-518,EN - English,No,0,No,0,BTG - Au-delà des portes,Personnage,No
Vendangeurs du Fuseau,No,No,BTG-095-F-FR,F - Transfuge,,1,1,No,0,Yzmir,1,Yes,,No,No,95,MCA-519,FR - Français,No,1,No,0,BTG - Au-delà des portes,Personnage,No
Spindle Harversters,No,No,BTG-095-F-EN,F - Transfuge,,1,1,No,0,Yzmir,1,Yes,,No,No,95,MCA-520,EN - English,No,0,No,0,BTG - Au-delà des portes,Personnage,No
Mowgli,No,No,BTG-096-C-FR,C - Commune,,2,1,No,0,Muna,3,No,,No,No,96,MCA-521,FR - Français,No,4,No,0,BTG - Au-delà des portes,Personnage,No
Mowgli,No,No,BTG-096-C-EN,C - Commune,,2,1,No,0,Muna,3,No,,No,No,96,MCA-522,EN - English,No,0,No,0,BTG - Au-delà des portes,Personnage,No
Mowgli,No,Yes,BTG-096-R-FR,R - Rare,,2,1,No,0,Muna,3,No,,No,No,96,MCA-523,FR - Français,No,0,No,0,BTG - Au-delà des portes,Personnage,No
Mowgli,No,Yes,BTG-096-R-EN,R - Rare,,2,1,No,0,Muna,3,No,,No,No,96,MCA-524,EN - English,No,0,No,0,BTG - Au-delà des portes,Personnage,No
Mowgli,No,No,BTG-096-F-FR,F - Transfuge,,2,1,No,0,Axiom,3,No,,No,No,96,MCA-525,FR - Français,No,0,No,0,BTG - Au-delà des portes,Personnage,No
Mowgli,No,No,BTG-096-F-EN,F - Transfuge,,2,1,No,0,Axiom,3,No,,No,No,96,MCA-526,EN - English,No,0,No,0,BTG - Au-delà des portes,Personnage,No
Kitsune,No,No,BTG-097-C-FR,C - Commune,,2,2,No,2,Muna,0,No,,No,No,97,MCA-527,FR - Français,Yes,7,No,3,BTG - Au-delà des portes,Personnage,No
Kitsune,No,No,BTG-097-C-EN,C - Commune,,2,2,No,2,Muna,0,No,,No,No,97,MCA-528,EN - English,Yes,0,No,3,BTG - Au-delà des portes,Personnage,No
Kitsune,No,No,BTG-097-R-FR,R - Rare,,2,2,No,3,Muna,0,No,,No,No,97,MCA-529,FR - Français,Yes,1,No,3,BTG - Au-delà des portes,Personnage,No
Kitsune,No,No,BTG-097-R-EN,R - Rare,,2,2,No,3,Muna,0,No,,No,No,97,MCA-530,EN - English,Yes,0,No,3,BTG - Au-delà des portes,Personnage,No
Kitsune,No,No,BTG-097-F-FR,F - Transfuge,,2,2,No,2,Bravos,0,No,,No,No,97,MCA-531,FR - Français,Yes,0,No,3,BTG - Au-delà des portes,Personnage,No
Kitsune,No,No,BTG-097-F-EN,F - Transfuge,,2,2,No,2,Bravos,0,No,,No,No,97,MCA-532,EN - English,Yes,0,No,3,BTG - Au-delà des portes,Personnage,No
Kodama,No,No,BTG-098-C-FR,C - Commune,,2,2,No,3,Muna,3,No,,No,No,98,MCA-533,FR - Français,Yes,1,No,3,BTG - Au-delà des portes,Personnage,No
Kodama,No,No,BTG-098-C-EN,C - Commune,,2,2,No,3,Muna,3,No,,No,No,98,MCA-534,EN - English,Yes,0,No,3,BTG - Au-delà des portes,Personnage,No
Kodama,No,Yes,BTG-098-R-FR,R - Rare,,2,2,No,3,Muna,3,No,,No,No,98,MCA-535,FR - Français,Yes,0,No,3,BTG - Au-delà des portes,Personnage,No
Kodama,No,Yes,BTG-098-R-EN,R - Rare,,2,2,No,3,Muna,3,No,,No,No,98,MCA-536,EN - English,Yes,0,No,3,BTG - Au-delà des portes,Personnage,No
Kodama,No,Yes,BTG-098-F-FR,F - Transfuge,,2,2,No,3,Lyra,3,No,,No,No,98,MCA-537,FR - Français,Yes,0,No,3,BTG - Au-delà des portes,Personnage,No
Kodama,No,Yes,BTG-098-F-EN,F - Transfuge,,2,2,No,3,Lyra,3,No,,No,No,98,MCA-538,EN - English,Yes,0,No,3,BTG - Au-delà des portes,Personnage,No
Champignon Éternueur,No,No,BTG-099-C-FR,C - Commune,,2,2,No,1,Muna,1,Yes,,No,No,99,MCA-539,FR - Français,No,3,No,1,BTG - Au-delà des portes,Personnage,No
Sneezer Shroom,No,No,BTG-099-C-EN,C - Commune,,2,2,No,1,Muna,1,Yes,,No,No,99,MCA-540,EN - English,No,1,No,1,BTG - Au-delà des portes,Personnage,No
Champignon Éternueur,No,No,BTG-099-R-FR,R - Rare,,2,2,No,1,Muna,1,Yes,,No,No,99,MCA-541,FR - Français,No,1,No,1,BTG - Au-delà des portes,Personnage,No
Sneezer Shroom,No,No,BTG-099-R-EN,R - Rare,,2,2,No,1,Muna,1,Yes,,No,No,99,MCA-542,EN - English,No,0,No,1,BTG - Au-delà des portes,Personnage,No
Champignon Éternueur,No,No,BTG-099-F-FR,F - Transfuge,,2,2,No,1,Yzmir,1,Yes,,No,No,99,MCA-543,FR - Français,No,0,No,1,BTG - Au-delà des portes,Personnage,No
Sneezer Shroom,No,No,BTG-099-F-EN,F - Transfuge,,2,2,No,1,Yzmir,1,Yes,,No,No,99,MCA-544,EN - English,No,1,No,1,BTG - Au-delà des portes,Personnage,No
Marchand Muna,No,No,BTG-100-C-FR,C - Commune,,2,3,No,0,Muna,3,No,,No,No,100,MCA-545,FR - Français,No,0,Yes,2,BTG - Au-delà des portes,Personnage,No
Muna Merchant,No,No,BTG-100-C-EN,C - Commune,,2,3,No,0,Muna,3,No,,No,No,100,MCA-546,EN - English,No,0,Yes,2,BTG - Au-delà des portes,Personnage,No
Marchand Muna,No,No,BTG-100-R-FR,R - Rare,,2,2,No,0,Muna,3,No,,No,No,100,MCA-547,FR - Français,No,1,Yes,2,BTG - Au-delà des portes,Personnage,No
Muna Merchant,No,No,BTG-100-R-EN,R - Rare,,2,2,No,0,Muna,3,No,,No,No,100,MCA-548,EN - English,No,0,Yes,2,BTG - Au-delà des portes,Personnage,No
Marchand Muna,No,No,BTG-100-F-FR,F - Transfuge,,2,3,No,0,Axiom,3,No,,No,No,100,MCA-549,FR - Français,No,1,Yes,2,BTG - Au-delà des portes,Personnage,No
Muna Merchant,No,No,BTG-100-F-EN,F - Transfuge,,2,3,No,0,Axiom,3,No,,No,No,100,MCA-550,EN - English,No,0,Yes,2,BTG - Au-delà des portes,Personnage,No
Inari,No,No,BTG-101-C-FR,C - Commune,,3,2,No,3,Muna,3,No,,No,No,101,MCA-551,FR - Français,No,5,No,1,BTG - Au-delà des portes,Personnage,No
Inari,No,No,BTG-101-C-EN,C - Commune,,3,2,No,3,Muna,3,No,,No,No,101,MCA-552,EN - English,No,0,No,1,BTG - Au-delà des portes,Personnage,No
Inari,No,No,BTG-101-R-FR,R - Rare,,3,2,No,3,Muna,3,No,,No,No,101,MCA-553,FR - Français,No,0,No,1,BTG - Au-delà des portes,Personnage,No
Inari,No,No,BTG-101-R-EN,R - Rare,,3,2,No,3,Muna,3,No,,No,No,101,MCA-554,EN - English,No,0,No,1,BTG - Au-delà des portes,Personnage,No
Inari,No,Yes,BTG-101-F-FR,F - Transfuge,,3,2,No,3,Axiom,3,No,,No,No,101,MCA-555,FR - Français,No,1,No,3,BTG - Au-delà des portes,Personnage,No
Inari,No,Yes,BTG-101-F-EN,F - Transfuge,,3,2,No,3,Axiom,3,No,,No,No,101,MCA-556,EN - English,No,0,No,3,BTG - Au-delà des portes,Personnage,No
Druide Muna,No,Yes,BTG-102-C-FR,C - Commune,,3,2,No,2,Muna,3,No,,No,No,102,MCA-557,FR - Français,No,5,No,2,BTG - Au-delà des portes,Personnage,No
Muna Druid,No,Yes,BTG-102-C-EN,C - Commune,,3,2,No,2,Muna,3,No,,No,No,102,MCA-558,EN - English,No,0,No,2,BTG - Au-delà des portes,Personnage,No
Druide Muna,No,Yes,BTG-102-R-FR,R - Rare,,3,2,No,1,Muna,2,No,,No,No,102,MCA-559,FR - Français,Yes,1,No,1,BTG - Au-delà des portes,Personnage,No
Muna Druid,No,Yes,BTG-102-R-EN,R - Rare,,3,2,No,1,Muna,2,No,,No,No,102,MCA-560,EN - English,Yes,0,No,1,BTG - Au-delà des portes,Personnage,No
Druide Muna,No,Yes,BTG-102-F-FR,F - Transfuge,,3,2,No,2,Axiom,3,No,,No,No,102,MCA-561,FR - Français,No,0,No,2,BTG - Au-delà des portes,Personnage,No
Muna Druid,No,Yes,BTG-102-F-EN,F - Transfuge,,3,2,No,2,Axiom,3,No,,No,No,102,MCA-562,EN - English,No,0,No,2,BTG - Au-delà des portes,Personnage,No
Aloe Vera,No,No,BTG-103-C-FR,C - Commune,,3,3,No,4,Muna,2,No,,No,No,103,MCA-563,FR - Français,No,2,No,2,BTG - Au-delà des portes,Personnage,No
Aloe Vera,No,No,BTG-103-C-EN,C - Commune,,3,3,No,4,Muna,2,No,,No,No,103,MCA-564,EN - English,No,0,No,2,BTG - Au-delà des portes,Personnage,No
Aloe Vera,No,No,BTG-103-R-FR,R - Rare,,3,3,No,4,Muna,2,Yes,,No,No,103,MCA-565,FR - Français,No,0,No,2,BTG - Au-delà des portes,Personnage,No
Aloe Vera,No,No,BTG-103-R-EN,R - Rare,,3,3,No,4,Muna,2,Yes,,No,No,103,MCA-566,EN - English,No,0,No,2,BTG - Au-delà des portes,Personnage,No
Aloe Vera,No,No,BTG-103-F-FR,F - Transfuge,,3,3,No,4,Lyra,2,Yes,,No,No,103,MCA-567,FR - Français,No,0,No,2,BTG - Au-delà des portes,Personnage,No
Aloe Vera,No,No,BTG-103-F-EN,F - Transfuge,,3,3,No,4,Lyra,2,Yes,,No,No,103,MCA-568,EN - English,No,0,No,2,BTG - Au-delà des portes,Personnage,No
Fille d’Yggdrasil,No,No,BTG-104-C-FR,C - Commune,,3,3,No,3,Muna,5,No,,No,No,104,MCA-569,FR - Français,Yes,4,No,5,BTG - Au-delà des portes,Personnage,No
Daughter of Yggdrasil,No,No,BTG-104-C-EN,C - Commune,,3,3,No,3,Muna,5,No,,No,No,104,MCA-570,EN - English,Yes,0,No,5,BTG - Au-delà des portes,Personnage,No
Fille d’Yggdrasil,No,No,BTG-104-R-FR,R - Rare,,3,3,No,3,Muna,5,No,,No,No,104,MCA-571,FR - Français,Yes,0,No,5,BTG - Au-delà des portes,Personnage,No
Daughter of Yggdrasil,No,No,BTG-104-R-EN,R - Rare,,3,3,No,3,Muna,5,No,,No,No,104,MCA-572,EN - English,Yes,0,No,5,BTG - Au-delà des portes,Personnage,No
Fille d’Yggdrasil,No,No,BTG-104-F-FR,F - Transfuge,,3,3,No,3,Axiom,5,No,,No,No,104,MCA-573,FR - Français,Yes,0,No,5,BTG - Au-delà des portes,Personnage,No
Daughter of Yggdrasil,No,No,BTG-104-F-EN,F - Transfuge,,3,3,No,3,Axiom,5,No,,No,No,104,MCA-574,EN - English,Yes,0,No,5,BTG - Au-delà des portes,Personnage,No
Dracaena,No,No,BTG-105-C-FR,C - Commune,,3,3,No,2,Muna,0,Yes,,No,No,105,MCA-575,FR - Français,No,1,No,2,BTG - Au-delà des portes,Personnage,No
Dracaena,No,No,BTG-105-C-EN,C - Commune,,3,3,No,2,Muna,0,Yes,,No,No,105,MCA-576,EN - English,No,1,No,2,BTG - Au-delà des portes,Personnage,No
Dracaena,No,No,BTG-105-R-FR,R - Rare,,3,3,No,1,Muna,0,Yes,,No,No,105,MCA-577,FR - Français,No,1,No,1,BTG - Au-delà des portes,Personnage,No
